person_id,person_type,activity_id,context,role,years_involved,recognition_level
L2019-10322,Alum,ACT-12,Undergraduate,President,1,School
L2020-10323,Alum,ACT-12,High School,Member,1,School
L2020-10323,Alum,ACT-06,High School,Officer,2,State
L2020-10323,Alum,ACT-05,High School,Member,2,None
L2020-10323,Alum,ACT-02,High School,Member,3,School
L2020-10323,Alum,ACT-12,Undergraduate,Captain,3,None
L2020-10323,Alum,ACT-05,Undergraduate,Member,2,School
L2020-10323,Alum,ACT-13,Undergraduate,Captain,1,None
L2021-10324,Alum,ACT-11,High School,Member,4,None
L2021-10324,Alum,ACT-20,High School,Officer,3,School
L2021-10324,Alum,ACT-29,High School,Member,3,None
L2021-10324,Alum,ACT-23,Undergraduate,Officer,4,None
L2021-10324,Alum,ACT-19,Undergraduate,Member,3,Regional
L2022-10325,Alum,ACT-06,High School,President,4,School
L2022-10325,Alum,ACT-23,High School,Officer,2,Regional
L2022-10325,Alum,ACT-10,High School,Member,2,None
L2022-10325,Alum,ACT-05,High School,Officer,2,Regional
L2022-10325,Alum,ACT-17,High School,Founder,2,None
L2022-10325,Alum,ACT-29,High School,Member,1,None
L2022-10325,Alum,ACT-15,Undergraduate,Member,1,None
L2022-10325,Alum,ACT-29,Undergraduate,Member,4,State
L2022-10325,Alum,ACT-19,Undergraduate,Officer,4,State
L2023-10326,Alum,ACT-04,High School,Officer,4,None
L2023-10326,Alum,ACT-06,High School,Member,4,None
L2023-10326,Alum,ACT-15,High School,Member,3,Regional
L2023-10326,Alum,ACT-07,High School,Member,1,School
L2023-10326,Alum,ACT-08,Undergraduate,Member,4,School
L2023-10326,Alum,ACT-21,Undergraduate,President,2,None
L2024-10327,Alum,ACT-23,High School,Member,2,None
L2024-10327,Alum,ACT-12,High School,Member,3,None
L2024-10327,Alum,ACT-07,High School,Member,1,School
L2024-10327,Alum,ACT-20,Undergraduate,Captain,4,None
L2024-10327,Alum,ACT-24,Undergraduate,Captain,3,None
L2024-10327,Alum,ACT-31,Undergraduate,Officer,3,National
L2025-10328,Alum,ACT-28,High School,Officer,3,School
L2025-10328,Alum,ACT-27,High School,Member,1,School
L2025-10328,Alum,ACT-26,High School,Member,3,State
L2025-10328,Alum,ACT-20,High School,Member,3,State
L2025-10328,Alum,ACT-08,High School,Member,2,None
L2025-10328,Alum,ACT-30,Undergraduate,Member,4,None
L2025-10328,Alum,ACT-12,Undergraduate,Member,4,None
L2025-10328,Alum,ACT-15,Undergraduate,Member,1,Regional
L2019-10329,Alum,ACT-08,High School,Officer,2,None
L2019-10329,Alum,ACT-12,High School,Officer,2,None
L2019-10329,Alum,ACT-06,High School,Member,1,State
L2019-10329,Alum,ACT-01,High School,Member,2,None
L2019-10329,Alum,ACT-22,High School,Officer,3,School
L2019-10329,Alum,ACT-15,High School,Member,4,School
L2019-10329,Alum,ACT-12,Undergraduate,Member,3,School
L2019-10329,Alum,ACT-05,Undergraduate,Member,2,School
L2020-10330,Alum,ACT-23,High School,Member,3,None
L2020-10330,Alum,ACT-18,High School,Captain,2,Regional
L2020-10330,Alum,ACT-15,High School,President,4,None
L2020-10330,Alum,ACT-01,High School,Member,4,State
L2020-10330,Alum,ACT-06,High School,Captain,4,School
L2020-10330,Alum,ACT-12,High School,Member,1,None
L2020-10330,Alum,ACT-12,Undergraduate,Member,4,School
L2020-10330,Alum,ACT-01,Undergraduate,Member,4,School
L2020-10330,Alum,ACT-05,Undergraduate,Captain,3,National
L2021-10331,Alum,ACT-20,High School,Officer,4,Regional
L2021-10331,Alum,ACT-28,High School,President,3,None
L2021-10331,Alum,ACT-23,High School,Founder,2,None
L2021-10331,Alum,ACT-13,High School,President,4,School
L2021-10331,Alum,ACT-08,High School,Member,4,School
L2021-10331,Alum,ACT-10,Undergraduate,Officer,2,None
L2022-10332,Alum,ACT-17,High School,Officer,3,None
L2022-10332,Alum,ACT-03,High School,Officer,3,Regional
L2022-10332,Alum,ACT-02,High School,Officer,2,School
L2022-10332,Alum,ACT-05,High School,Officer,3,School
L2022-10332,Alum,ACT-10,High School,Officer,3,None
L2022-10332,Alum,ACT-12,Undergraduate,Member,2,Regional
L2023-10333,Alum,ACT-11,High School,Member,2,Regional
L2023-10333,Alum,ACT-28,High School,Member,2,School
L2023-10333,Alum,ACT-12,High School,Member,1,None
L2023-10333,Alum,ACT-08,High School,Member,4,None
L2023-10333,Alum,ACT-09,Undergraduate,Member,4,Regional
L2024-10334,Alum,ACT-29,High School,Member,1,None
L2024-10334,Alum,ACT-02,High School,Founder,3,None
L2024-10334,Alum,ACT-23,High School,Member,4,None
L2024-10334,Alum,ACT-06,High School,Captain,4,None
L2024-10334,Alum,ACT-05,Undergraduate,Captain,3,None
L2025-10335,Alum,ACT-05,High School,Member,3,None
L2025-10335,Alum,ACT-12,High School,Member,2,None
L2025-10335,Alum,ACT-18,High School,Member,4,State
L2025-10335,Alum,ACT-15,Undergraduate,Member,4,School
L2019-10336,Alum,ACT-12,High School,President,2,None
L2019-10336,Alum,ACT-03,High School,Member,3,None
L2019-10336,Alum,ACT-13,High School,Officer,2,None
L2019-10336,Alum,ACT-16,High School,Officer,1,None
L2019-10336,Alum,ACT-04,High School,Member,2,Regional
L2019-10336,Alum,ACT-17,Undergraduate,Member,3,None
L2019-10336,Alum,ACT-21,Undergraduate,Member,1,None
L2020-10337,Alum,ACT-31,High School,Member,2,None
L2020-10337,Alum,ACT-08,High School,Officer,4,None
L2020-10337,Alum,ACT-04,High School,Member,3,State
L2020-10337,Alum,ACT-12,High School,Officer,3,None
L2020-10337,Alum,ACT-06,High School,Member,3,None
L2020-10337,Alum,ACT-18,Undergraduate,Officer,2,Regional
L2020-10337,Alum,ACT-06,Undergraduate,Member,2,None
L2021-10338,Alum,ACT-08,High School,Officer,4,National
L2021-10338,Alum,ACT-20,High School,Member,4,None
L2021-10338,Alum,ACT-15,High School,Member,1,None
L2021-10338,Alum,ACT-17,Undergraduate,Member,3,State
L2021-10338,Alum,ACT-22,Undergraduate,Captain,2,School
L2022-10339,Alum,ACT-15,High School,Member,3,None
L2022-10339,Alum,ACT-12,High School,Member,1,None
L2022-10339,Alum,ACT-21,High School,Member,3,School
L2022-10339,Alum,ACT-08,High School,Member,3,State
L2022-10339,Alum,ACT-03,High School,Member,4,None
L2022-10339,Alum,ACT-08,Undergraduate,Officer,4,None
L2022-10339,Alum,ACT-12,Undergraduate,Member,2,None
L2022-10339,Alum,ACT-27,Undergraduate,Member,4,None
L2023-10340,Alum,ACT-06,High School,Member,1,None
L2023-10340,Alum,ACT-23,High School,Officer,4,None
L2023-10340,Alum,ACT-21,High School,Member,4,None
L2023-10340,Alum,ACT-12,High School,Member,3,Regional
L2023-10340,Alum,ACT-27,High School,Captain,4,None
L2023-10340,Alum,ACT-20,Undergraduate,Member,4,None
L2023-10340,Alum,ACT-13,Undergraduate,Member,2,None
L2023-10340,Alum,ACT-28,Undergraduate,Member,1,School
L2024-10341,Alum,ACT-05,High School,Member,2,State
L2024-10341,Alum,ACT-14,High School,President,2,None
L2024-10341,Alum,ACT-06,High School,Officer,1,None
L2024-10341,Alum,ACT-12,High School,Founder,3,None
L2024-10341,Alum,ACT-12,Undergraduate,President,3,Regional
L2025-10342,Alum,ACT-12,High School,Officer,4,Regional
L2025-10342,Alum,ACT-08,High School,Captain,4,Regional
L2025-10342,Alum,ACT-05,High School,Officer,1,National
L2025-10342,Alum,ACT-02,Undergraduate,Member,2,None
L2025-10342,Alum,ACT-11,Undergraduate,Founder,1,School
L2025-10342,Alum,ACT-25,Undergraduate,Member,4,School
L2019-10343,Alum,ACT-17,High School,Member,4,None
L2019-10343,Alum,ACT-04,High School,Founder,2,None
L2019-10343,Alum,ACT-02,High School,Member,1,School
L2019-10343,Alum,ACT-12,High School,Member,4,School
L2019-10343,Alum,ACT-12,Undergraduate,Member,3,Regional
L2019-10343,Alum,ACT-21,Undergraduate,Member,3,National
L2020-10344,Alum,ACT-19,High School,Member,4,None
L2020-10344,Alum,ACT-12,High School,Member,3,None
L2020-10344,Alum,ACT-17,High School,Member,2,School
L2020-10344,Alum,ACT-08,Undergraduate,President,2,None
L2020-10344,Alum,ACT-02,Undergraduate,President,2,None
L2020-10344,Alum,ACT-19,Undergraduate,Member,1,None
L2021-10345,Alum,ACT-30,High School,Officer,3,National
L2021-10345,Alum,ACT-22,High School,Member,3,Regional
L2021-10345,Alum,ACT-17,High School,Member,3,State
L2021-10345,Alum,ACT-12,High School,Officer,3,School
L2021-10345,Alum,ACT-01,Undergraduate,Officer,3,School
L2022-10346,Alum,ACT-21,High School,Member,4,School
L2022-10346,Alum,ACT-23,High School,Member,3,None
L2022-10346,Alum,ACT-03,High School,Member,1,None
L2022-10346,Alum,ACT-16,High School,Officer,3,None
L2022-10346,Alum,ACT-12,High School,Officer,4,Regional
L2022-10346,Alum,ACT-12,Undergraduate,Member,1,None
L2023-10347,Alum,ACT-18,High School,President,2,None
L2023-10347,Alum,ACT-31,High School,Member,1,None
L2023-10347,Alum,ACT-08,High School,Member,4,None
L2023-10347,Alum,ACT-14,High School,Member,4,School
L2023-10347,Alum,ACT-21,Undergraduate,Member,1,Regional
L2023-10347,Alum,ACT-04,Undergraduate,Member,1,None
L2024-10348,Alum,ACT-23,High School,President,2,None
L2024-10348,Alum,ACT-07,High School,Officer,3,None
L2024-10348,Alum,ACT-12,High School,Member,3,School
L2024-10348,Alum,ACT-21,Undergraduate,Member,3,None
L2024-10348,Alum,ACT-12,Undergraduate,Officer,2,None
L2024-10348,Alum,ACT-16,Undergraduate,Member,4,None
L2025-10349,Alum,ACT-20,High School,Officer,4,School
L2025-10349,Alum,ACT-30,High School,Member,1,School
L2025-10349,Alum,ACT-05,High School,Officer,2,State
L2025-10349,Alum,ACT-12,High School,Member,1,State
L2025-10349,Alum,ACT-23,High School,Member,1,None
L2025-10349,Alum,ACT-17,Undergraduate,Member,1,None
L2025-10349,Alum,ACT-19,Undergraduate,Member,4,None
L2025-10349,Alum,ACT-01,Undergraduate,Officer,1,None
L2019-10350,Alum,ACT-09,High School,Member,2,Regional
L2019-10350,Alum,ACT-31,High School,President,3,Regional
L2019-10350,Alum,ACT-21,High School,Member,4,None
L2019-10350,Alum,ACT-15,High School,Member,4,None
L2019-10350,Alum,ACT-29,High School,Captain,3,None
L2019-10350,Alum,ACT-17,Undergraduate,Officer,1,None
L2019-10350,Alum,ACT-16,Undergraduate,Member,4,None
L2019-10350,Alum,ACT-06,Undergraduate,Member,2,Regional
L2019-10350,Alum,ACT-43,Undergraduate,Captain,3,State
L2020-10351,Alum,ACT-06,High School,Member,3,None
L2020-10351,Alum,ACT-15,High School,President,3,None
L2020-10351,Alum,ACT-01,High School,Officer,2,School
L2020-10351,Alum,ACT-25,High School,Officer,2,None
L2020-10351,Alum,ACT-15,Undergraduate,Member,2,None
L2020-10351,Alum,ACT-40,Undergraduate,Member,1,Regional
L2021-10352,Alum,ACT-06,High School,Captain,3,School
L2021-10352,Alum,ACT-12,High School,Member,1,School
L2021-10352,Alum,ACT-10,High School,Member,2,None
L2021-10352,Alum,ACT-20,Undergraduate,Member,2,School
L2021-10352,Alum,ACT-07,Undergraduate,Member,3,None
L2022-10353,Alum,ACT-13,High School,Member,3,None
L2022-10353,Alum,ACT-26,High School,Member,1,Regional
L2022-10353,Alum,ACT-08,High School,Member,1,Regional
L2022-10353,Alum,ACT-09,Undergraduate,Member,3,None
L2022-10353,Alum,ACT-01,Undergraduate,Member,4,None
L2022-10353,Alum,ACT-15,Undergraduate,Officer,4,National
L2023-10354,Alum,ACT-26,High School,Member,4,Regional
L2023-10354,Alum,ACT-21,High School,Member,1,None
L2023-10354,Alum,ACT-01,High School,President,3,Regional
L2023-10354,Alum,ACT-12,Undergraduate,Officer,4,None
L2024-10355,Alum,ACT-13,High School,Member,4,None
L2024-10355,Alum,ACT-23,High School,Officer,2,State
L2024-10355,Alum,ACT-21,High School,Officer,1,School
L2024-10355,Alum,ACT-01,Undergraduate,Captain,1,None
L2024-10355,Alum,ACT-08,Undergraduate,Member,2,None
L2024-10355,Alum,ACT-06,Undergraduate,Member,4,Regional
L2025-10356,Alum,ACT-06,High School,Founder,3,School
L2025-10356,Alum,ACT-05,High School,Member,3,None
L2025-10356,Alum,ACT-11,High School,Member,3,School
L2025-10356,Alum,ACT-07,Undergraduate,Officer,3,Regional
L2025-10356,Alum,ACT-12,Undergraduate,Member,4,Regional
L2019-10357,Alum,ACT-30,High School,Member,4,None
L2019-10357,Alum,ACT-05,High School,Founder,2,Regional
L2019-10357,Alum,ACT-16,High School,Member,3,None
L2019-10357,Alum,ACT-09,High School,President,4,None
L2019-10357,Alum,ACT-08,Undergraduate,Member,3,None
L2020-10358,Alum,ACT-13,High School,Member,3,None
L2020-10358,Alum,ACT-09,High School,Member,1,Regional
L2020-10358,Alum,ACT-23,High School,President,3,State
L2020-10358,Alum,ACT-23,Undergraduate,Member,3,None
L2020-10358,Alum,ACT-05,Undergraduate,Member,1,None
L2020-10358,Alum,ACT-15,Undergraduate,Member,2,School
L2021-10359,Alum,ACT-08,High School,Member,3,None
L2021-10359,Alum,ACT-23,High School,Officer,3,None
L2021-10359,Alum,ACT-06,High School,Member,3,None
L2021-10359,Alum,ACT-31,High School,Member,3,None
L2021-10359,Alum,ACT-06,Undergraduate,Member,2,None
L2021-10359,Alum,ACT-15,Undergraduate,Captain,4,None
L2022-10360,Alum,ACT-15,High School,Member,4,School
L2022-10360,Alum,ACT-19,High School,Member,2,Regional
L2022-10360,Alum,ACT-17,High School,Founder,2,None
L2022-10360,Alum,ACT-16,High School,Member,1,Regional
L2022-10360,Alum,ACT-12,Undergraduate,Captain,4,None
L2023-10361,Alum,ACT-26,High School,Officer,1,None
L2023-10361,Alum,ACT-25,High School,Member,2,None
L2023-10361,Alum,ACT-02,High School,Founder,3,None
L2023-10361,Alum,ACT-16,High School,Member,4,School
L2023-10361,Alum,ACT-29,Undergraduate,Member,2,None
L2024-10362,Alum,ACT-05,High School,Member,1,None
L2024-10362,Alum,ACT-08,High School,Member,4,Regional
L2024-10362,Alum,ACT-21,High School,Member,2,School
L2024-10362,Alum,ACT-07,High School,Member,1,None
L2024-10362,Alum,ACT-24,High School,Member,2,School
L2024-10362,Alum,ACT-12,High School,Officer,4,None
L2024-10362,Alum,ACT-20,Undergraduate,Officer,3,None
L2024-10362,Alum,ACT-05,Undergraduate,Member,4,None
L2025-10363,Alum,ACT-02,High School,Officer,3,School
L2025-10363,Alum,ACT-12,High School,President,1,School
L2025-10363,Alum,ACT-11,High School,Member,3,None
L2025-10363,Alum,ACT-10,Undergraduate,Officer,4,National
L2025-10363,Alum,ACT-05,Undergraduate,Member,4,Regional
L2019-10364,Alum,ACT-28,High School,Officer,4,National
L2019-10364,Alum,ACT-23,High School,Officer,3,None
L2019-10364,Alum,ACT-15,High School,Member,4,Regional
L2019-10364,Alum,ACT-04,High School,Member,1,None
L2019-10364,Alum,ACT-06,High School,Member,3,None
L2019-10364,Alum,ACT-08,Undergraduate,President,2,None
L2019-10364,Alum,ACT-12,Undergraduate,Founder,2,None
L2020-10365,Alum,ACT-02,High School,Member,3,Regional
L2020-10365,Alum,ACT-12,High School,Member,3,None
L2020-10365,Alum,ACT-20,High School,Member,4,None
L2020-10365,Alum,ACT-13,High School,Officer,3,None
L2020-10365,Alum,ACT-15,Undergraduate,Officer,1,School
L2020-10365,Alum,ACT-12,Undergraduate,Officer,4,None
L2021-10366,Alum,ACT-17,High School,Officer,3,School
L2021-10366,Alum,ACT-12,High School,Member,3,None
L2021-10366,Alum,ACT-31,High School,President,2,None
L2021-10366,Alum,ACT-06,High School,Member,3,None
L2021-10366,Alum,ACT-11,High School,Member,3,School
L2021-10366,Alum,ACT-19,Undergraduate,Member,2,School
L2021-10366,Alum,ACT-20,Undergraduate,Member,2,Regional
L2022-10367,Alum,ACT-12,High School,Member,4,School
L2022-10367,Alum,ACT-17,High School,Captain,3,State
L2022-10367,Alum,ACT-18,High School,Member,2,None
L2022-10367,Alum,ACT-06,High School,Captain,2,None
L2022-10367,Alum,ACT-08,Undergraduate,Member,3,State
L2022-10367,Alum,ACT-25,Undergraduate,Member,1,None
L2023-10368,Alum,ACT-12,High School,Member,1,School
L2023-10368,Alum,ACT-23,High School,Officer,2,School
L2023-10368,Alum,ACT-17,High School,Member,1,None
L2023-10368,Alum,ACT-13,High School,Member,2,Regional
L2023-10368,Alum,ACT-09,High School,Member,2,School
L2023-10368,Alum,ACT-15,Undergraduate,Officer,4,None
L2023-10368,Alum,ACT-41,Undergraduate,Member,4,School
L2024-10369,Alum,ACT-05,High School,Member,2,School
L2024-10369,Alum,ACT-12,High School,Member,4,None
L2024-10369,Alum,ACT-27,High School,Member,4,None
L2024-10369,Alum,ACT-21,High School,Member,4,Regional
L2024-10369,Alum,ACT-06,High School,Founder,4,State
L2024-10369,Alum,ACT-13,Undergraduate,Member,3,None
L2025-10370,Alum,ACT-24,High School,Officer,3,None
L2025-10370,Alum,ACT-15,High School,Member,2,National
L2025-10370,Alum,ACT-12,High School,Officer,4,School
L2025-10370,Alum,ACT-08,Undergraduate,Member,1,School
L2025-10370,Alum,ACT-12,Undergraduate,Member,3,None
L2025-10370,Alum,ACT-18,Undergraduate,Member,3,None
L2019-10371,Alum,ACT-28,High School,Captain,4,Regional
L2019-10371,Alum,ACT-12,High School,Member,3,School
L2019-10371,Alum,ACT-15,High School,President,4,None
L2019-10371,Alum,ACT-23,High School,Member,3,Regional
L2019-10371,Alum,ACT-10,High School,Member,3,None
L2019-10371,Alum,ACT-06,Undergraduate,Member,1,None
L2020-10372,Alum,ACT-15,High School,President,1,None
L2020-10372,Alum,ACT-05,High School,Member,3,None
L2020-10372,Alum,ACT-07,High School,Member,3,School
L2020-10372,Alum,ACT-21,High School,Member,1,National
L2020-10372,Alum,ACT-12,High School,Member,2,None
L2020-10372,Alum,ACT-12,Undergraduate,Member,2,Regional
L2020-10372,Alum,ACT-01,Undergraduate,Member,3,School
L2021-10373,Alum,ACT-01,High School,Member,4,None
L2021-10373,Alum,ACT-02,High School,Captain,2,State
L2021-10373,Alum,ACT-26,High School,Founder,2,None
L2021-10373,Alum,ACT-02,Undergraduate,President,4,None
L2022-10374,Alum,ACT-07,High School,Member,1,Regional
L2022-10374,Alum,ACT-03,High School,Member,3,None
L2022-10374,Alum,ACT-20,High School,Member,2,Regional
L2022-10374,Alum,ACT-15,High School,Officer,4,School
L2022-10374,Alum,ACT-21,High School,Member,1,State
L2022-10374,Alum,ACT-01,High School,Officer,4,None
L2022-10374,Alum,ACT-19,Undergraduate,Member,1,None
L2022-10374,Alum,ACT-14,Undergraduate,President,2,None
L2023-10375,Alum,ACT-12,High School,Officer,1,School
L2023-10375,Alum,ACT-15,High School,Member,2,None
L2023-10375,Alum,ACT-21,High School,Founder,4,Regional
L2023-10375,Alum,ACT-08,Undergraduate,Member,4,School
L2023-10375,Alum,ACT-12,Undergraduate,Member,3,None
L2024-10376,Alum,ACT-19,High School,Member,1,None
L2024-10376,Alum,ACT-01,High School,President,4,None
L2024-10376,Alum,ACT-06,High School,Member,4,School
L2024-10376,Alum,ACT-02,High School,Member,2,None
L2024-10376,Alum,ACT-21,High School,Officer,2,National
L2024-10376,Alum,ACT-17,Undergraduate,Member,4,None
L2024-10376,Alum,ACT-15,Undergraduate,Officer,2,None
L2024-10376,Alum,ACT-23,Undergraduate,Member,3,None
L2025-10377,Alum,ACT-19,High School,President,3,National
L2025-10377,Alum,ACT-04,High School,Officer,4,Regional
L2025-10377,Alum,ACT-15,High School,Officer,4,None
L2025-10377,Alum,ACT-12,High School,Officer,2,Regional
L2025-10377,Alum,ACT-25,High School,Member,1,State
L2025-10377,Alum,ACT-16,Undergraduate,Captain,3,School
L2025-10377,Alum,ACT-12,Undergraduate,Member,1,Regional
L2025-10377,Alum,ACT-23,Undergraduate,Officer,1,School
L2019-10378,Alum,ACT-17,High School,Member,2,None
L2019-10378,Alum,ACT-19,High School,Member,4,None
L2019-10378,Alum,ACT-22,High School,Member,3,National
L2019-10378,Alum,ACT-06,High School,Member,4,None
L2019-10378,Alum,ACT-16,Undergraduate,Officer,2,None
L2019-10378,Alum,ACT-11,Undergraduate,Member,2,None
L2019-10378,Alum,ACT-12,Undergraduate,Member,3,None
L2019-10378,Alum,ACT-40,Undergraduate,Captain,4,Regional
L2020-10379,Alum,ACT-22,High School,President,4,None
L2020-10379,Alum,ACT-12,High School,Officer,4,None
L2020-10379,Alum,ACT-15,High School,Member,4,School
L2020-10379,Alum,ACT-23,Undergraduate,Member,3,None
L2021-10380,Alum,ACT-23,High School,Founder,4,None
L2021-10380,Alum,ACT-12,High School,Founder,3,School
L2021-10380,Alum,ACT-21,High School,President,3,School
L2021-10380,Alum,ACT-05,High School,Member,2,School
L2021-10380,Alum,ACT-27,High School,Captain,3,None
L2021-10380,Alum,ACT-09,Undergraduate,Member,4,None
L2021-10380,Alum,ACT-17,Undergraduate,Officer,4,Regional
L2021-10380,Alum,ACT-23,Undergraduate,Member,3,None
L2022-10381,Alum,ACT-23,High School,Member,1,School
L2022-10381,Alum,ACT-20,High School,Member,2,State
L2022-10381,Alum,ACT-13,High School,Member,3,Regional
L2022-10381,Alum,ACT-16,High School,Member,1,State
L2022-10381,Alum,ACT-01,Undergraduate,Officer,3,School
L2022-10381,Alum,ACT-23,Undergraduate,Officer,1,None
L2023-10382,Alum,ACT-06,High School,Member,1,National
L2023-10382,Alum,ACT-23,High School,Officer,4,Regional
L2023-10382,Alum,ACT-12,High School,Member,4,None
